Feature,Subgroup Range,AUC (Steatosis Above None),AUC (Steatosis Above NAFL),AUC (Steatosis Above Probable NASH),Spearman Corr (Steatosis Above None),Spearman Corr (Steatosis Above NAFL),Spearman Corr (Steatosis Above Probable NASH),Max AUC
SFA (Volume),"None, NAFL, Probable NASH, NASH",0.6808943089430894,0.6403599861543786,0.5750613140570544,0.20911797580536506,0.24077790572117275,0.12173679359275069,0.6808943089430894
FIB-4,"None, NAFL, Probable NASH, NASH, Cirrhosis",0.6119109947643979,0.6364473926662981,0.6806549749463136,0.1220820803781792,0.2290429932721776,0.30771593251524976,0.6806549749463136
SMI,"Others, Cirrhosis",0.6803840877914952,0.6803840877914952,0.6803840877914952,0.3124879911435195,0.3124879911435195,0.3124879911435195,0.6803840877914952
Weight,"Others, None, NAFL, Probable NASH, NASH, Cirrhosis",0.6802689662252336,0.5620163073521282,0.5041322314049588,0.2547165940323195,0.10680822046003202,0.006886853260704439,0.6802689662252336
BMI_C,"None, NAFL, Probable NASH, NASH, Cirrhosis",0.6797556719022687,0.6151188501934771,0.5500178954903365,0.20984611520322202,0.2067937354962414,0.09117266254299991,0.6797556719022687
TFI,"Others, Probable NASH, NASH, Cirrhosis",0.6796572692095081,0.6796572692095081,0.5157222914072229,0.2325156555722529,0.2325156555722529,0.027113883898474602,0.6796572692095081
Spleen (Volume),"Others, Probable NASH, NASH, Cirrhosis",0.679657269209508,0.679657269209508,0.6358966376089663,0.2325156555722529,0.2325156555722529,0.2343606004293894,0.679657269209508
BMI,"None, NAFL, Probable NASH, NASH, Cirrhosis",0.6796465968586387,0.599686751428045,0.5302433786685755,0.19597451661139692,0.16733648996244488,0.051514774915277256,0.6796465968586387
BMI,"Others, None, NAFL",0.6795665634674922,,,0.31055582427645617,,,0.6795665634674922
SFA (Attenuation),"None, NAFL, Probable NASH, NASH, Cirrhosis",0.6795375218150087,0.6393034825870647,0.5070687186828919,-0.19585487748780017,-0.23383727604830018,-0.012040395576376787,0.6795375218150087
eGFR,"Others, Probable NASH, NASH",0.679300796123226,0.679300796123226,0.5088704244329665,-0.24914692514770603,-0.24914692514770603,-0.015302778458425821,0.679300796123226
TFI,"Others, NAFL, Probable NASH, NASH",0.6757000903342367,0.6787939474855362,0.6177805800756621,0.2120503526660622,0.30743092592250915,0.190227583393609,0.6787939474855362
LSM_C,"Others, Probable NASH",0.6787439613526569,0.6787439613526569,,-0.30655052480084627,-0.30655052480084627,,0.6787439613526569
HDL,"Others, NAFL, Probable NASH, NASH, Cirrhosis",0.6785922047702153,0.6154939587775409,0.613243006993007,-0.2049392287589944,-0.19580119728895712,-0.19354788865074524,0.6785922047702153
TFI,"Others, NAFL, Probable NASH",0.6483279395900755,0.6785714285714286,,0.20844120660251006,0.29579487967033413,,0.6785714285714286
Liver (PDFF),"None, NAFL, Probable NASH, NASH, Cirrhosis",0.6784467713787086,0.6615072784227014,0.5629921259842521,0.19466499366345144,0.2711089582755756,0.10729668969328174,0.6784467713787086
Spleen (Volume),"Others, NAFL, Probable NASH, NASH",0.6781842818428184,0.5350467289719626,0.5708701134930643,0.21504849389912992,0.060261818086863955,0.11446242169936645,0.6781842818428184
VFA (Attenuation),"Others, Probable NASH, NASH",0.6777431637244722,0.6777431637244722,0.5010105546822368,-0.2469815974697969,-0.2469815974697969,-0.001743347986552204,0.6777431637244722
SFA (Area),"None, NAFL, Probable NASH, NASH, Cirrhosis",0.6773560209424083,0.6225354707941773,0.5496599856836077,0.19347516824283062,0.20569025861502577,0.08458761471000328,0.6773560209424083
FIB-4,"NAFL, Probable NASH, NASH, Cirrhosis",,0.6313170987169416,0.6748676081200353,,0.20814899301649387,0.3019482565413711,0.6748676081200353
FIB-4_C,"Others, NAFL, Probable NASH, NASH",0.6747967479674797,0.5131286159323543,0.553341740226986,-0.2287993703357529,0.02448319805493225,0.0934375503576091,0.6747967479674797
Spleen_Vl_Nor_WH,"None, NAFL, Probable NASH",0.6747572815533981,0.668545356951154,,-0.23700629391737546,-0.28063289993828483,,0.6747572815533981
PT INR,"Others, NAFL",0.6741390513320338,,,-0.2820201398494557,,,0.6741390513320338
T.bil,"Others, NASH",0.6733454766241651,0.6733454766241651,0.6733454766241651,-0.27812417357232233,-0.27812417357232233,-0.27812417357232233,0.6733454766241651
BMI_C,"None, NAFL, Probable NASH",0.67334142394822,0.642914653784219,,0.2526054745098972,0.2556903585740486,,0.67334142394822
eGFR,"Others, NAFL, Probable NASH, NASH",0.6733288166214996,0.5638072986203827,0.5031525851197982,-0.20918876078467777,-0.10971491210633962,0.005091751314424458,0.6733288166214996
HDL,"Others, NAFL, Probable NASH, NASH",0.6732158988256549,0.6051401869158878,0.6001891551071878,-0.21030588894448995,-0.18186961719222694,-0.16278604954073203,0.6732158988256549
AST,"Others, NAFL, Probable NASH, NASH",0.6732158988256549,0.531097018246551,0.6076292559899118,-0.20908930517254024,0.05347989450713103,0.17386300971505853,0.6732158988256549
HDL,"Others, Probable NASH",0.6731078904991948,0.6731078904991948,,-0.2917912654593292,-0.2917912654593292,,0.6731078904991948
VFA (Attenuation),"Others, NAFL, Probable NASH, NASH",0.631887985546522,0.6712283044058744,0.5569987389659521,-0.15917404364650428,-0.29442202551010677,-0.09205874485429474,0.6712283044058744
SFA (Area),"None, NAFL, Probable NASH",0.671116504854369,0.6559312936124531,,0.2320686627940968,0.25963011921041956,,0.671116504854369
Waist to Height,"Others, NAFL, Probable NASH",0.6670262495505214,0.6710662525879917,,0.23471743143482646,0.28336292095955196,,0.6710662525879917
Spleen (Volume),"Others, NAFL, Probable NASH",0.6709816612729235,0.5077639751552795,,0.24027586361089343,-0.01286064694218844,,0.6709816612729235
Liver (PDFF),"Others, None, NAFL, Probable NASH, NASH, Cirrhosis",0.6697464326044553,0.6706053067993366,0.5810212514757969,0.23981778780155327,0.2937891670675556,0.13501425008920448,0.6706053067993366
FIB-4_C,"None, NAFL, Probable NASH, NASH, Cirrhosis",0.6295811518324608,0.6442786069651741,0.6691123836793127,0.15377438180753927,0.2634612198879862,0.3133563189937371,0.6691123836793127
VFA (Attenuation),"NAFL, Probable NASH, NASH",,0.6681423184128545,0.534776380709852,,-0.27737109226698403,-0.05822677816544752,0.6681423184128545
VFI,"None, NAFL",0.6681286549707602,,,0.2659643886966281,,,0.6681286549707602
AST,"None, NAFL, Probable NASH, NASH",0.5842225609756098,0.6195338640821506,0.6677423518781465,0.09738128733367055,0.20509018681381744,0.2721003055130655,0.6677423518781465
Alb,"Probable NASH, NASH, Cirrhosis",,,0.6674901185770751,,,-0.2763260389451317,0.6674901185770751
VFA (Volume),"None, NAFL",0.6673976608187134,,,0.26480802178925145,,,0.6673976608187134
Weight,"Others, Cirrhosis",0.6673525377229081,0.6673525377229081,0.6673525377229081,0.2900289142101816,0.2900289142101816,0.2900289142101816,0.6673525377229081
SFI,"None, NAFL, Probable NASH, NASH, Cirrhosis",0.6673211169284468,0.6184816657453474,0.5439334287759484,0.18252817865509444,0.1988854080675357,0.07483334465824053,0.6673211169284468
Liver (HU),"Others, None, NAFL, Probable NASH",0.6672377688939655,0.6493558776167472,,0.2726572963475144,0.23680571004409584,,0.6672377688939655
FIB-4,"Others, NAFL, Probable NASH, NASH",0.6671183378500452,0.508900756564308,0.564438839848676,-0.2016931374972828,0.015304588720473387,0.1040752624348332,0.6671183378500452
VFA (Attenuation),"Others, None, NAFL, Probable NASH, NASH, Cirrhosis",0.6669746432604455,0.638716141514649,0.5111053719008265,-0.23590185329812172,-0.2388747985961718,-0.018506055500652287,0.6669746432604455
LSM_C,"None, NAFL, Probable NASH",0.6553398058252429,0.6669350509930221,,0.22308085178555195,0.2943230411870055,,0.6669350509930221
Height,"Others, NAFL, Probable NASH, NASH",0.666892502258356,0.5222518914107699,0.5658259773013872,0.20150944286145064,-0.0382783521733944,-0.10636253493830763,0.666892502258356
AST,"Others, NAFL, Probable NASH, NASH, Cirrhosis",0.666472755477991,0.5378020611229567,0.6018356643356643,-0.18999594336116948,0.06373971492456752,0.1731073498505746,0.666472755477991
SFA (Attenuation),"Others, NAFL, Probable NASH",0.5343401654081266,0.6658902691511387,,0.048257297528581114,-0.2747891563314263,,0.6658902691511387
SFA (Volume),"None, NAFL, Probable NASH",0.6658576051779935,0.6575415995705851,,0.224936528949361,0.2623113252607853,,0.6658576051779935
Liver (PDFF),"Others, NASH, Cirrhosis",0.6658249158249158,0.6658249158249158,0.6658249158249158,0.24349060367694403,0.24349060367694403,0.24349060367694403,0.6658249158249158
Spleen (Volume),"Others, Probable NASH, NASH",0.6656282450674974,0.6656282450674974,0.6191331686503481,0.23014740874254688,0.23014740874254688,0.2055213570813209,0.6656282450674974
DBP,"Others, NASH",0.6651487553126897,0.6651487553126897,0.6651487553126897,0.2640273603107038,0.2640273603107038,0.2640273603107038,0.6651487553126897
ALT,"Others, Probable NASH",0.6650563607085346,0.6650563607085346,,-0.2761162976439969,-0.2761162976439969,,0.6650563607085346
LSM,"None, NAFL, Probable NASH",0.6610032362459547,0.6650563607085346,,0.21904097827367972,0.2756894976615993,,0.6650563607085346
FIB-4,"Probable NASH, NASH, Cirrhosis",,,0.6647727272727273,,,0.2710213475374069,0.6647727272727273
T.chol,"None, NAFL, Probable NASH",0.6640372168284789,0.6190284487385938,,0.22250975862674985,0.1982232699760411,,0.6640372168284789
AST,"NAFL, Probable NASH, NASH",,0.6158386620757501,0.663138628043928,,0.1911309684355168,0.2732049390569857,0.663138628043928
SFI,"None, NAFL, Probable NASH",0.662621359223301,0.6621041331186259,,0.22054752350644657,0.2699080757368217,,0.662621359223301
TG,"None, NAFL, Probable NASH, NASH",0.66260162601626,0.5836506288219684,0.6011359235833226,0.18828619080484948,0.1437373548940507,0.16430026468803863,0.66260162601626
SFA (Attenuation),"Others, Cirrhosis",0.6625514403292181,0.6625514403292181,0.6625514403292181,0.28159564220917915,0.28159564220917915,0.28159564220917915,0.6625514403292181
VFA (Volume),"NAFL, Probable NASH, NASH",,0.662239711428103,0.574247970714627,,0.2676340280820874,0.12431483759350695,0.662239711428103
SBP,"Others, Probable NASH",0.6622383252818036,0.6622383252818036,,0.27149221450828653,0.27149221450828653,,0.6622383252818036
eGFR,"Others, NAFL",0.6621182586094867,,,-0.2622970184874651,,,0.6621182586094867
Liver (PDFF),"Others, NAFL, Probable NASH, NASH, Cirrhosis",0.6620127981384525,0.6589374555792464,0.5621503496503496,0.1848785759194933,0.26795199633365063,0.10563194759209275,0.6620127981384525
VFI,"Others, None, NAFL",0.6618507051943584,,,0.27991269592360785,,,0.6618507051943584
SFA (Attenuation),"NAFL, Probable NASH, NASH",,0.6617478275127071,0.5287283144994429,,-0.2668226060666794,-0.048100381962760994,0.6617478275127071
Liver (HU),"Others, NASH, Cirrhosis",0.6616161616161615,0.6616161616161615,0.6616161616161615,0.2373106391166155,0.2373106391166155,0.2373106391166155,0.6616161616161615
AST,"None, NAFL, Probable NASH, NASH, Cirrhosis",0.593695462478185,0.6263589460106873,0.6611041517537581,0.1022269140835042,0.2121413316192992,0.27445700287159863,0.6611041517537581
FIB-4_C,"NAFL, Probable NASH, NASH, Cirrhosis",,0.6345902068604347,0.6605251544571932,,0.22996734202973035,0.29878990686693835,0.6605251544571932
T.chol,"None, NAFL, Probable NASH, NASH",0.6603150406504066,0.5882081458405446,0.5254937395120692,0.18534427167366616,0.15132840170799552,0.0413502058310204,0.6603150406504066
Liver (HU),"Others, Probable NASH, NASH, Cirrhosis",0.660309563294638,0.660309563294638,0.553082191780822,0.20747550804908718,0.20747550804908718,0.09154291494435486,0.660309563294638
LSM,"Others, Probable NASH, NASH",0.5832467982000693,0.5832467982000693,0.660116775207725,-0.11584738250346635,-0.11584738250346635,0.2766356189665288,0.660116775207725
Liver (HU),"Others, NAFL, Probable NASH, NASH",0.6585365853658536,0.6601023587004895,0.6426229508196721,0.19133592232850344,0.27529128960951504,0.2303505319252375,0.6601023587004895
T.bil,"Others, Probable NASH, NASH",0.6600899965385947,0.6600899965385947,0.601392319784415,-0.22331890424667925,-0.22331890424667925,-0.1755977428617375,0.6600899965385947
Spleen_Vl_Nor_WH,"None, NAFL, Probable NASH, NASH",0.6600609756097561,0.6064382139148494,0.5031625145217503,-0.18503416398508427,-0.18258743775403358,0.0051290652502534685,0.6600609756097561
HDL,"Others, NAFL, Probable NASH",0.6598345918734269,0.5835921325051759,,-0.22670308447907508,-0.1397558904608947,,0.6598345918734269
VFA (Area),"NAFL, Probable NASH, NASH",,0.6597802918511231,0.5586503262772561,,0.26357691800504723,0.09819939475499959,0.6597802918511231
Spleen_Vl_Nor_BSA,"Others, NASH, Cirrhosis",0.659090909090909,0.659090909090909,0.659090909090909,0.23360266038041838,0.23360266038041838,0.23360266038041838,0.659090909090909
T.bil,"Others, NAFL, Probable NASH, NASH",0.6587624209575429,0.5606364040943481,0.5728877679697353,-0.19229574596267252,-0.10463648163085872,-0.11814338299365683,0.6587624209575429
Height,"Others, Probable NASH",0.6586151368760065,0.6586151368760065,,0.265552169609831,0.265552169609831,,0.6586151368760065
Glucose,"Others, NASH, Cirrhosis",0.658459595959596,0.658459595959596,0.658459595959596,0.2327211198924391,0.2327211198924391,0.2327211198924391,0.658459595959596
T.chol,"Others, Probable NASH",0.6582125603864735,0.6582125603864735,,0.2646634886368622,0.2646634886368622,,0.6582125603864735
eGFR,"Others, NAFL, Probable NASH, NASH, Cirrhosis",0.6578437075819275,0.5420664534470505,0.5264423076923077,-0.18012133894823898,-0.07091976185793736,0.04494192744248067,0.6578437075819275
Liver (HU),"Others, Probable NASH",0.6578099838969405,0.6578099838969405,,0.26393913458469176,0.26393913458469176,,0.6578099838969405
AST,"NAFL, Probable NASH, NASH, Cirrhosis",,0.6235925634982981,0.6575463371579875,,0.19593876719782197,0.27208616724128426,0.6575463371579875
PT INR,"Others, None, NAFL, Probable NASH, NASH, Cirrhosis",0.6573247099887075,0.5041113875069099,0.5467089728453365,-0.22246653331528599,-0.007086285808044732,0.07790547668900202,0.6573247099887075
SFA (Volume),"None, NAFL, Probable NASH, NASH, Cirrhosis",0.6572862129144852,0.6000552791597568,0.5180744452397995,0.17158124747108616,0.16795455144739022,0.03078683425858368,0.6572862129144852
VFI,"Others, NAFL",0.6562703053931125,,,0.2528354025901217,,,0.6562703053931125
T.bil,"Others, NAFL",0.6562703053931124,,,-0.25358878976046856,,,0.6562703053931124
PT INR,"Others, NAFL, Probable NASH",0.6562387630348795,0.5014233954451346,,-0.21980584449508822,-0.0023604460576562435,,0.6562387630348795
SFA (Volume),"Others, None, NAFL, Probable NASH",0.6276413478012565,0.6561996779388084,,0.20810098713831346,0.24765664554476863,,0.6561996779388084
eGFR,"Others, Probable NASH, NASH, Cirrhosis",0.6560254284134881,0.6560254284134881,0.5142434620174346,-0.2019316297856786,-0.2019316297856786,0.02456365637881619,0.6560254284134881
SBP,"Others, Probable NASH, NASH",0.6559363101419176,0.6559363101419176,0.5259375701774085,0.21677387041807905,0.21677387041807905,0.04476530461789301,0.6559363101419176
AST,"Probable NASH, NASH",,,0.655559515324305,,,0.2668304413494871,0.655559515324305
TFI,"NAFL, Probable NASH, NASH",,0.6555172979176914,0.5904822537004616,,0.2565445938715108,0.15149621687440235,0.6555172979176914
Height,"Others, NAFL, Probable NASH, NASH, Cirrhosis",0.6549350397517937,0.5337597725657427,0.5704982517482518,0.17687253718666757,-0.056938201692390604,-0.11986808070561102,0.6549350397517937
SFA (Area),"Others, None, NAFL, Probable NASH",0.6257376737102608,0.6537842190016103,,0.20499731842633268,0.2438269036033547,,0.6537842190016103
TFI,"None, NAFL",0.6535087719298246,,,0.2428370505490952,,,0.6535087719298246
Waist to Height,"NAFL, Probable NASH, NASH",,0.6532218396458436,0.598599395193379,,0.2527579577996066,0.16508690651485006,0.6532218396458436
SFA (Volume),"Others, Probable NASH",0.6521739130434783,0.6521739130434783,,0.25451273692095283,0.25451273692095283,,0.6521739130434783
Alb,"NAFL, Probable NASH, NASH",,0.6519101492047876,0.5191787362724813,,0.251309494467031,0.03220299811549115,0.6519101492047876
eGFR,"Others, None, NAFL, Probable NASH",0.6516276413478013,0.6101046698872785,,-0.24720721290927172,-0.17457240349611913,,0.6516276413478013
FIB-4,"Others, Probable NASH, NASH",0.6514364832121842,0.6514364832121842,0.5176285650123512,-0.2104273590906254,-0.2104273590906254,0.030411737098744004,0.6514364832121842
TFI,"NAFL, Probable NASH",,0.6514111365369947,,,0.2607642379404679,,0.6514111365369947
SBP,"Others, NASH",0.651183970856102,0.651183970856102,0.651183970856102,0.24169832063493943,0.24169832063493943,0.24169832063493943,0.651183970856102
LDL,"Others, Cirrhosis",0.6508916323731138,0.6508916323731138,0.6508916323731138,-0.30174494160173165,-0.30174494160173165,-0.30174494160173165,0.6508916323731138
Alb,"Others, NAFL",0.6507472384665367,,,0.24456143872093283,,,0.6507472384665367
SFI,"Others, None, NAFL, Probable NASH",0.6027032172092138,0.6503623188405797,,0.16744292701136482,0.2384014358530183,,0.6503623188405797
TFI,"Others, NASH, Cirrhosis",0.6502525252525253,0.6502525252525253,0.6502525252525253,0.22062473480372846,0.22062473480372846,0.22062473480372846,0.6502525252525253
FIB-4_C,"Others, Probable NASH, NASH",0.6502249913464867,0.6502249913464867,0.5020211093644734,-0.2229174675270188,-0.2229174675270188,0.00372343951900951,0.6502249913464867
T.bil,"Others, NAFL, Probable NASH",0.6501258540093491,0.5344202898550725,,-0.21158816443121845,-0.05718320166744038,,0.6501258540093491
BMI_C,"Others, NAFL",0.6497725795971411,,,0.26184493717848095,,,0.6497725795971411
ALT,"Others, NAFL, Probable NASH",0.6495864796835671,0.5751811594202898,,-0.2102365001513994,-0.12454974990513527,,0.6495864796835671
SBP,"Others, Probable NASH, NASH, Cirrhosis",0.6493919292426755,0.6493919292426755,0.5228051058530511,0.19341705372285908,0.19341705372285908,0.03934306632700823,0.6493919292426755
eGFR,"Others, NASH",0.6493624772313297,0.6493624772313297,0.6493624772313297,-0.2386316945191124,-0.2386316945191124,-0.2386316945191124,0.6493624772313297
TFI,"Others, NAFL, Probable NASH, NASH, Cirrhosis",0.6492146596858638,0.6318407960199005,0.547027972027972,0.17027416417719943,0.22226985050818196,0.07992965935941758,0.6492146596858638
HDL,"Others, NAFL",0.6491228070175439,,,-0.24419370109083818,,,0.6491228070175439
Spleen_Vl_Nor_WH,"Others, Cirrhosis",0.6488340192043895,0.6488340192043895,0.6488340192043895,0.25783229687507125,0.25783229687507125,0.25783229687507125,0.6488340192043895
BMI,"None, NAFL",0.6487573099415205,,,0.23532465153604704,,,0.6487573099415205
VFA (Attenuation),"Probable NASH, NASH, Cirrhosis",,,0.6487154150197628,,,0.2446099718403582,0.6487154150197628
AST,"Probable NASH, NASH, Cirrhosis",,,0.6487154150197628,,,0.24464749593655533,0.6487154150197628
SBP,"Others, NAFL, Probable NASH, NASH",0.6479223125564588,0.5757676902536716,0.5210592686002523,0.1785990578022498,0.13033385759029156,0.03402683436472001,0.6479223125564588
CAP,"NAFL, Probable NASH, NASH",,0.647893097229054,0.5861849434983287,,0.24459504227324969,0.14467229144919566,0.647893097229054
AST,"Others, Probable NASH, NASH",0.6478020076150917,0.6478020076150917,0.5595104423983831,-0.2054045089847605,-0.2054045089847605,0.10267752583142432,0.6478020076150917
SFA (Area),"Others, Probable NASH",0.6473429951690821,0.6473429951690821,,0.2464329674948908,0.2464329674948908,,0.6473429951690821
Glucose,"Others, NASH",0.647237401335762,0.647237401335762,0.647237401335762,0.23529869587918925,0.23529869587918925,0.23529869587918925,0.647237401335762
Liver/Spleen Volume,"Others, NAFL",0.6471734892787524,,,-0.2381173334164764,,,0.6471734892787524
SFI,"Others, None, NAFL, Probable NASH, NASH",0.6286465805834529,0.6461578400830738,0.6026186927826271,0.1895667306124338,0.2531528049484107,0.16025390342335752,0.6461578400830738
SBP,"Others, NAFL, Probable NASH",0.6459906508450197,0.5984730848861284,,0.20524835147340012,0.1631887593543617,,0.6459906508450197
SFA (Volume),"Others, Probable NASH, NASH",0.645552094150225,0.645552094150225,0.5412081742645407,0.20225075313738966,0.20225075313738966,0.07108985678496209,0.645552094150225
Height,"Others, None, NAFL",0.6453388372893017,,,0.2515240379806924,,,0.6453388372893017
SBP,"Others, NAFL, Probable NASH, NASH, Cirrhosis",0.644463835563312,0.5728500355366026,0.5215909090909091,0.16491167328781192,0.12286141178418016,0.03670942925425315,0.644463835563312
Liver/Spleen Volume,"None, NAFL",0.6440058479532164,,,0.22780428075319883,,,0.6440058479532164
SFA (Volume),"Others, None, NAFL, Probable NASH, NASH",0.6439502630320422,0.6416580131533401,0.5865446029380456,0.21211741975592036,0.2453588760808456,0.13515189158007226,0.6439502630320422
ALT,"Others, Probable NASH, NASH, Cirrhosis",0.6438640132669984,0.6438640132669984,0.5333904109589042,-0.18620517078608634,-0.18620517078608634,-0.05758771075552644,0.6438640132669984
LSM_C,"Others, Probable NASH, NASH",0.5673243336794739,0.5673243336794739,0.6438356164383562,-0.09652983019737407,-0.09652983019737407,0.2560403982372149,0.6438356164383562
Spleen_Vl_Nor_WH,"Probable NASH, NASH, Cirrhosis",,,0.6437747035573123,,,0.2364833947028048,0.6437747035573123
Waist to Height,"NAFL, Probable NASH, NASH, Cirrhosis",,0.6433621366849961,0.5800970873786407,,0.22724142308380932,0.1383056367501801,0.6433621366849961
AST,"Others, Probable NASH, NASH, Cirrhosis",0.6433112216694307,0.6433112216694307,0.5527708592777086,-0.18549942148912055,-0.18549942148912055,0.09101752298559697,0.6433112216694307
Sex,"Others, NAFL",0.6432748538011697,,,0.2714483570153185,,,0.6432748538011697
SFA (Attenuation),"None, NAFL",0.6432748538011697,,,-0.2266479138458222,,,0.6432748538011697
CAP,"NAFL, Probable NASH",,0.6432112890922959,,,0.24744046097962769,,0.6432112890922959
Liver/Spleen HU,"NAFL, Probable NASH, NASH, Cirrhosis",,0.6429693637077769,0.5449029126213591,,-0.22661884384248382,-0.07753497817813125,0.6429693637077769
SBP,"Others, NASH, Cirrhosis",0.6426767676767677,0.6426767676767677,0.6426767676767677,0.20959881512014725,0.20959881512014725,0.20959881512014725,0.6426767676767677
T.bil,"Others, Probable NASH",0.642512077294686,0.642512077294686,,-0.23898630482228117,-0.23898630482228117,,0.642512077294686
LSM_C,"NAFL, Probable NASH",,0.6424485125858124,,,0.2572570092836538,,0.6424485125858124
SFA (Attenuation),"Others, None, NAFL, Probable NASH, NASH",0.5823768531802965,0.6424368293527172,0.5500319352778369,-0.1213861314051737,-0.2467078253079242,-0.07813208984333822,0.6424368293527172
Liver (HU),"NAFL, Probable NASH, NASH",,0.6424003935071323,0.6204042654782748,,0.23490667346062954,0.20159522966664095,0.6424003935071323
ALT,"Others, NAFL, Probable NASH, NASH, Cirrhosis",0.6418460345161916,0.5520611229566453,0.5170017482517483,-0.1618781735734136,-0.08777646866701488,-0.0288987544191234,0.6418460345161916
VFA (Attenuation),"Others, NASH",0.6417729204614451,0.6417729204614451,0.6417729204614451,-0.22650410575284086,-0.22650410575284086,-0.22650410575284086,0.6417729204614451
LDL,"None, NAFL, Probable NASH, NASH, Cirrhosis",0.6369982547993018,0.6415607149437995,0.6305028632784538,-0.16239081443966916,-0.2582032929414548,-0.2415390520822545,0.6415607149437995
T.bil,"Others, NAFL, Probable NASH, NASH, Cirrhosis",0.6406825673841381,0.5278073916133618,0.5123688811188811,-0.16105006847667877,-0.047029932787282416,-0.0210894614904498,0.6406825673841381
SFA (Volume),"Others, NASH",0.6405585913782635,0.6405585913782635,0.6405585913782635,0.2245640277592405,0.2245640277592405,0.2245640277592405,0.6405585913782635
Liver (PDFF),"NAFL, Probable NASH, NASH, Cirrhosis",,0.6404818015187221,0.534973521624007,,0.2226758419807556,0.06038965130827422,0.6404818015187221
Waist to Height,"NAFL, Probable NASH",,0.6403508771929826,,,0.24171596867025738,,0.6403508771929826
LSM,"NAFL, Probable NASH",,0.6403508771929824,,,0.24251432634909684,,0.6403508771929824
SFA (Area),"Others, None, NAFL, Probable NASH, NASH",0.6401243424198948,0.6394946348217376,0.5831381733021077,0.20647980979944602,0.24161186782911515,0.12983229912322344,0.6401243424198948
BMI,"Others, Cirrhosis",0.6399176954732511,0.6399176954732511,0.6399176954732511,0.24239536197267497,0.24239536197267497,0.24239536197267497,0.6399176954732511
FIB-4,"Others, None, NAFL, Probable NASH, NASH, Cirrhosis",0.5164767477671697,0.5766998341625207,0.639831759149941,-0.0232783519456603,0.1320801844653652,0.23301639701187846,0.639831759149941
Waist to Height,"None, NAFL",0.6396198830409356,,,0.22086607930893898,,,0.6396198830409356
FIB-4_C,"Probable NASH, NASH, Cirrhosis",,,0.6395750988142292,,,0.24414386980763428,0.6395750988142292
SFA (Attenuation),"Probable NASH, NASH, Cirrhosis",,,0.6393280632411067,,,0.22916947527900672,0.6393280632411067
Glucose,"Others, Probable NASH, NASH, Cirrhosis",0.6393034825870648,0.6393034825870648,0.6037515566625156,0.18033716575324632,0.18033716575324632,0.17897252787986517,0.6393034825870648
Spleen_Vl_Nor_BSA,"Others, Probable NASH, NASH, Cirrhosis",0.6238253178551686,0.6238253178551686,0.6390099626400996,0.16025694414826047,0.16025694414826047,0.23972968634987943,0.6390099626400996
BMI_C,"Others, None, NAFL",0.6388028895768834,,,0.2621833673177594,,,0.6388028895768834
BMI_C,"Others, Cirrhosis",0.6385459533607681,0.6385459533607681,0.6385459533607681,0.26142411977509566,0.26142411977509566,0.26142411977509566,0.6385459533607681
Liver/Spleen Volume,"NAFL, Probable NASH",,0.6384439359267735,,,0.23843178431332454,,0.6384439359267735
PT INR,"Others, NAFL, Probable NASH, NASH",0.6384372177055104,0.5075656430796617,0.5126103404791931,-0.1672788678750388,0.013024521979751241,0.02039143636946846,0.6384372177055104
Liver (HU),"Others, NAFL, Probable NASH, NASH, Cirrhosis",0.6379678107426798,0.6196695095948828,0.5741258741258741,0.15743998416124416,0.2017503292685452,0.12598578278213032,0.6379678107426798
Spleen_Vl_Nor_WH,"None, NAFL, Probable NASH, NASH, Cirrhosis",0.6376527050610821,0.5695596093606043,0.5407122405153901,-0.15016333863280915,-0.11676398374104936,0.06934658211710681,0.6376527050610821
DBP,"Others, Probable NASH, NASH",0.6374177916233991,0.6374177916233991,0.5985852234448686,0.19105669921019994,0.19105669921019994,0.17017027756019384,0.6374177916233991
Spleen_Vl_Nor_WH,"NAFL, Probable NASH",,0.6372997711670481,,,-0.2364612736991648,,0.6372997711670481
ALT,"Others, NAFL",0.6371020142949968,,,-0.22184928333881426,,,0.6371020142949968
TG,"None, NAFL, Probable NASH, NASH, Cirrhosis",0.6369982547993019,0.5512714206744057,0.5412043664996421,0.1496557795379558,0.08618395384514606,0.07028175410930013,0.6369982547993019
FIB-4_C,"Others, NAFL, Probable NASH, NASH, Cirrhosis",0.6369012992049641,0.5588130774697939,0.6158216783216782,-0.1674147118997457,0.10625599236798079,0.21095525605661697,0.6369012992049641
eGFR,"Others, None, NAFL, Probable NASH, NASH",0.6364777618364419,0.571607822776047,0.5078773685331062,-0.20110664460984634,-0.12402857446815231,-0.012301666755434513,0.6364777618364419
Sex,"Others, NAFL, Probable NASH",0.6364617044228695,0.5307971014492753,,0.22312201510624163,0.05935530490685069,,0.6364617044228695
Liver (HU),"Others, None, NAFL",0.6363949088407292,,,0.23588816989098937,,,0.6363949088407292
Weight,"None, NAFL",0.6359649122807017,,,0.21513283491043056,,,0.6359649122807017
T.chol,"None, NAFL",0.6359649122807017,,,0.21511339490362177,,,0.6359649122807017
CAP,"Others, Cirrhosis",0.6358024691358024,0.6358024691358024,0.6358024691358024,0.236027591482581,0.236027591482581,0.236027591482581,0.6358024691358024
