Feature,Subgroup Range,AUC (Advanced Fibrosis >1),AUC (Significant Fibrosis >2),Spearman Corr (Advanced Fibrosis >1),Spearman Corr (Significant Fibrosis >2),Max AUC
CAP,NASH,0.6916475972540046,0.6537162162162162,-0.32234016150147793,-0.26060424914985847,0.6916475972540046
BMI,"NASH, Cirrhosis",0.691638795986622,0.6263910969793323,-0.2917024141342125,-0.2161416321769713,0.691638795986622
HDL,"Others, None",0.6913043478260869,0.5800000000000001,0.19879202457467163,0.038760126648920736,0.6913043478260869
SFA (Volume),"Probable NASH, NASH, Cirrhosis",0.6646327683615819,0.6912037037037038,-0.28312018726216504,-0.32488981154686414,0.6912037037037038
Alb,"NASH, Cirrhosis",0.6909698996655518,0.6658717541070482,-0.2916437353067207,-0.2845938580594803,0.6909698996655518
PT INR,"Probable NASH, NASH, Cirrhosis",0.6855367231638418,0.6905092592592594,0.3195477622492436,0.3241956795054991,0.6905092592592594
VFA (Attenuation),"Others, Probable NASH, NASH, Cirrhosis",0.6899691358024691,0.6636363636363637,0.3290361950798284,0.2688358742294772,0.6899691358024691
T.bil,"None, NAFL",0.689935064935065,,-0.14311025433659605,,0.689935064935065
TFI,Probable NASH,0.5499999999999999,0.689922480620155,0.07145896010104966,-0.16248252759650558,0.689922480620155
FIB-4_C,"Others, NAFL",0.6896296296296295,0.6325301204819276,0.22321836037181522,0.05470480439399692,0.6896296296296295
VFA (Area),"Others, Cirrhosis",0.6548295454545454,0.6895604395604396,0.2635794284058342,0.3281593178278153,0.6895604395604396
FIB-4,"NAFL, Probable NASH, NASH",0.6684409340659341,0.689375506893755,0.27152709481896686,0.243288075330514,0.689375506893755
FIB-4_minus_Liver/Spleen HU,"NAFL, Probable NASH, NASH",0.6708447802197802,0.6891051635577182,0.2754020992302467,0.24294076901312564,0.6891051635577182
TFI,NASH,0.6887871853546911,0.6509009009009009,-0.3169913277714953,-0.2553979862042056,0.6887871853546911
Waist to Height,NAFL,0.6886792452830188,,0.16698392829202247,,0.6886792452830188
VFA (Attenuation),NAFL,0.6886792452830188,,0.16698392829202247,,0.6886792452830188
Age,"Others, NASH",0.6886304909560723,0.6253968253968255,0.32679388955114685,0.19599652369983414,0.6886304909560723
FIB-4_plus_Liver/Spleen HU,"Others, Probable NASH, NASH, Cirrhosis",0.6723765432098766,0.688336192109777,0.29856493087259817,0.30941487411317187,0.688336192109777
VFI,"Probable NASH, NASH, Cirrhosis",0.6474576271186441,0.687962962962963,-0.25358397005979777,-0.31938320457149355,0.687962962962963
BMI_C,"NASH, Cirrhosis",0.6879598662207358,0.6017488076311606,-0.3052434998105887,-0.1856418892069014,0.6879598662207358
T.chol,"Probable NASH, NASH, Cirrhosis",0.687909604519774,0.6390046296296297,-0.3231845952771129,-0.23621973287987366,0.687909604519774
T.bil,"NASH, Cirrhosis",0.594314381270903,0.6873343932167462,0.1441447703439594,0.32166502510197875,0.6873343932167462
Height,"None, NAFL, Probable NASH, NASH",0.6715921945701357,0.6871405567057741,-0.26602075514337026,-0.22746239334512353,0.6871405567057741
SMI,"Others, None",0.6869565217391305,0.5800000000000001,-0.19262315263167584,0.038430756913220905,0.6869565217391305
ALT,"Others, Probable NASH",0.5741379310344827,0.6865942028985508,-0.10380040944984616,-0.14714708608829208,0.6865942028985508
SMA (Attenuation),Probable NASH,0.6861111111111111,0.6046511627906976,-0.26598612926501813,-0.08953118867562554,0.6861111111111111
T.chol,NASH,0.6859267734553776,0.5557432432432433,-0.31222145244758126,-0.09435475836410163,0.6859267734553776
FIB-4,"Others, Probable NASH",0.6402298850574712,0.6847826086956522,0.19629476580734198,0.1456881236656005,0.6847826086956522
FIB-4_minus_Liver/Spleen HU,"Others, Probable NASH",0.639080459770115,0.6847826086956522,0.19468579231711786,0.1456881236656005,0.6847826086956522
Liver (PDFF),"Probable NASH, NASH, Cirrhosis",0.6847457627118644,0.6648148148148149,-0.31770865214388455,-0.28005029760456085,0.6847457627118644
Height,"NAFL, Probable NASH, NASH",0.6722184065934067,0.6845093268450932,-0.27773334170701525,-0.23713642038877508,0.6845093268450932
FIB-4_C,"NASH, Cirrhosis",0.6588628762541806,0.6841547429782724,0.2568576246068551,0.33451708459546686,0.6841547429782724
Weight,"Others, Cirrhosis",0.640625,0.6840659340659341,0.23949370091169211,0.31877506201368616,0.6840659340659341
SMI,"Others, Cirrhosis",0.6221590909090909,0.6840659340659341,0.20796175085230958,0.31864745354295104,0.6840659340659341
TG,"NASH, Cirrhosis",0.6451505016722408,0.6836248012718601,-0.22100754829033772,-0.3141125280866872,0.6836248012718601
SFA (Attenuation),"NASH, Cirrhosis",0.6836120401337793,0.6189719130895601,0.2794845119715229,0.20345407305547195,0.6836120401337793
FIB-4_plus_Liver/Spleen HU,"Probable NASH, NASH",0.679731638418079,0.6833333333333333,0.30966845724377934,0.27586342441653555,0.6833333333333333
T.bil,"Others, Probable NASH",0.560919540229885,0.6829710144927537,0.08550210150885199,0.14464298738818293,0.6829710144927537
FIB-4,"Others, None",0.6826086956521739,0.6,0.1881435444309392,0.048038446141526144,0.6826086956521739
FIB-4_minus_Liver/Spleen HU,"Others, None, NAFL",0.6576879910213244,0.6822429906542056,0.1509812294136352,0.060468362469431526,0.6822429906542056
LDL,Probable NASH,0.5777777777777778,0.6821705426356589,0.12838763918364807,0.18000701873474725,0.6821705426356589
FIB-4_plus_Liver/Spleen HU,"NAFL, Probable NASH, NASH",0.6576236263736264,0.680183833468505,0.25408957496820755,0.23147966053931132,0.680183833468505
Spleen_Vl_Nor_WH,"None, NAFL, Probable NASH",0.606826801517067,0.6801075268817204,-0.11590010533624472,0.0947553408984224,0.6801075268817204
SFA (Volume),"Others, None",0.5565217391304348,0.68,-0.05823490660957642,-0.08646920305474705,0.68
VFI,"Others, None",0.5434782608695652,0.68,-0.04479608200736648,-0.08646920305474705,0.68
VFA (Attenuation),"Others, None",0.5217391304347826,0.6799999999999999,0.02239804100368324,0.08646920305474705,0.6799999999999999
BMI_C,"Others, None",0.6630434782608695,0.6799999999999999,-0.19031081652052853,-0.0979610948089742,0.6799999999999999
FIB-4,"Others, Probable NASH, NASH, Cirrhosis",0.6686728395061728,0.6794168096054888,0.29214992788160227,0.29476134637739326,0.6794168096054888
TG,"Others, NAFL",0.6792592592592592,0.6626506024096386,-0.19274860977864353,0.06132710907024843,0.6792592592592592
T.bil,NAFL,0.679245283018868,,-0.15943244298794015,,0.679245283018868
Spleen_Vl_Nor_BSA,"Others, Cirrhosis",0.5710227272727273,0.6785714285714286,0.12090799468157531,0.3091355892580869,0.6785714285714286
SFA (Volume),"None, NAFL",0.6785714285714286,,0.13403741221973983,,0.6785714285714286
HDL,Probable NASH,0.5402777777777779,0.678294573643411,-0.057898991434275314,-0.15342185437508984,0.678294573643411
당뇨병/당뇨병 전단계 유무,Probable NASH,0.6694444444444445,0.6782945736434107,0.29190423845589253,0.18386319272935622,0.6782945736434107
FIB-4_minus_Liver/Spleen HU,"Others, None",0.6782608695652175,0.6,0.18366393623020255,0.048038446141526144,0.6782608695652175
FIB-4_plus_Liver/Spleen HU,"Others, None",0.6782608695652175,0.52,0.18366393623020255,0.009607689228305226,0.6782608695652175
FIB-4_plus_Liver/Spleen HU,"None, NAFL, Probable NASH, NASH",0.6522907239819004,0.6781688520818956,0.235984508970728,0.21645395206536522,0.6781688520818956
FIB-4_plus_Liver/Spleen HU,"Others, Probable NASH",0.6195402298850574,0.677536231884058,0.1673332429833079,0.1399748639140083,0.677536231884058
SFA (Attenuation),"Probable NASH, NASH, Cirrhosis",0.6775141242937852,0.651388888888889,0.30527235016394044,0.25723721156373985,0.6775141242937852
SFA (Volume),"None, NAFL, Probable NASH",0.5941845764854614,0.6774193548387097,0.10218411653905599,-0.09334108207904297,0.6774193548387097
Liver/Spleen Volume,NASH,0.6773455377574371,0.5608108108108107,-0.29777973214898046,-0.10292157653005302,0.6773455377574371
Height,"NASH, Cirrhosis",0.676923076923077,0.6208267090620032,-0.2694025799078528,-0.20670242287352159,0.676923076923077
FIB-4_C,"None, NAFL, Probable NASH, NASH",0.6671380090497737,0.6757533931446975,0.2882901578858127,0.23767417984075817,0.6757533931446975
PLT,NASH,0.6756292906178489,0.5985360360360361,-0.29490968961436054,-0.1667776878746794,0.6756292906178489
Height,"NAFL, Probable NASH",0.6239967897271268,0.675,-0.14729901922495708,-0.10200678704232014,0.675
SFI,"Others, None, NAFL, Probable NASH",0.5497076023391813,0.675,0.056629869206972334,-0.0964256849261258,0.675
HDL,"NAFL, Probable NASH",0.5156500802568218,0.675,-0.018739256646263643,-0.10281948991962264,0.675
SMA (Attenuation),"Others, Probable NASH",0.674712643678161,0.5181159420289855,-0.24456397051406542,0.014283149378980438,0.674712643678161
FIB-4,"Probable NASH, NASH",0.670550847457627,0.674537037037037,0.2938504220996963,0.2626275530430148,0.674537037037037
Height,NAFL,0.6745283018867925,,-0.1545753968328093,,0.6745283018867925
Spleen (Volume),Probable NASH,0.5333333333333334,0.6744186046511628,0.0476393067340331,0.1492186477927092,0.6744186046511628
Liver (HU),"Probable NASH, NASH, Cirrhosis",0.6194350282485876,0.6736111111111112,-0.2053932998875143,-0.29499680225199526,0.6736111111111112
Waist to Height,"NAFL, Probable NASH",0.673354735152488,0.5699999999999998,0.20581100694629026,0.040778620962482415,0.673354735152488
SFI,"NAFL, Probable NASH",0.57223113964687,0.6733333333333333,0.08575458622762093,-0.10097563285948026,0.6733333333333333
Waist to Height,"Others, Cirrhosis",0.6519886363636364,0.6730769230769231,0.2587431086185712,0.29962372497322265,0.6730769230769231
Liver/Spleen Volume,"Others, Cirrhosis",0.5823863636363636,0.6730769230769231,-0.14025327383062738,-0.29962372497322265,0.6730769230769231
FIB-4,"Others, None, NAFL",0.6610549943883277,0.6728971962616823,0.15420502790645305,0.05736742080433247,0.6728971962616823
PT INR,"Others, NAFL, Probable NASH, NASH, Cirrhosis",0.6443230277185501,0.6727830451756832,0.2435582377574265,0.26022643999672534,0.6727830451756832
FIB-4_minus_Liver/Spleen HU,"Others, None, NAFL, Probable NASH, NASH",0.6673328891849877,0.672077922077922,0.25586102877162614,0.20062351392241984,0.672077922077922
Liver/Spleen Volume,"Others, None, NAFL, Probable NASH",0.6717348927875244,0.5066666666666666,0.19565064616212793,0.003673359425757173,0.6717348927875244
PT INR,"Others, NAFL, Probable NASH",0.5810810810810811,0.6716269841269841,0.09933625203917765,0.10278998169972355,0.6716269841269841
BMI_C,NASH,0.6716247139588101,0.5653153153153153,-0.30808253170486805,-0.11818246455422372,0.6716247139588101
Height,"None, NAFL, Probable NASH",0.6216814159292035,0.6706989247311828,-0.1321036836815437,-0.0898648159284925,0.6706989247311828
ALT,"Others, NAFL, Probable NASH",0.5125651967757231,0.6706349206349207,0.015378814767023602,-0.10209358751886728,0.6706349206349207
LSM_C,NASH,0.6218535469107551,0.670608108108108,0.21448336285592756,0.30269543320580816,0.670608108108108
SFA (Attenuation),"Others, Probable NASH, NASH, Cirrhosis",0.6705246913580246,0.6406518010291595,0.2953574293771002,0.23107486044881687,0.6705246913580246
SFI,NASH,0.6704805491990846,0.6216216216216216,-0.28625277477547145,-0.20584315306010603,0.6704805491990846
SFA (Area),"Others, None, NAFL, Probable NASH",0.5064327485380118,0.6699999999999999,-0.0073285713091375965,-0.09367066535680792,0.6699999999999999
Spleen_Vl_Nor_WH,"Others, NAFL, Probable NASH",0.6699857752489332,0.5257936507936507,-0.20802282513256878,0.01543079153525677,0.6699857752489332
Spleen (Volume),NAFL,0.6698113207547169,,-0.15028553546282022,,0.6698113207547169
VFA (Attenuation),"None, NAFL, Probable NASH",0.5050568900126422,0.6693548387096775,0.00548639551887549,-0.08909830562090466,0.6693548387096775
Spleen_Vl_Nor_BSA,"None, NAFL, Probable NASH",0.5474083438685209,0.6693548387096773,-0.051434957989457714,0.08909830562090466,0.6693548387096773
TFI,"None, NAFL",0.6688311688311688,,0.12672628064411767,,0.6688311688311688
Alb,"None, NAFL, Probable NASH",0.668141592920354,0.6115591397849462,0.1828565028619389,0.05883132630695989,0.668141592920354
SMA (Area),"Probable NASH, NASH",0.6677259887005649,0.6634259259259259,-0.2889833343630554,-0.24590855762383093,0.6677259887005649
Age,"Probable NASH, NASH",0.6671963276836157,0.6550925925925926,0.2881773475005048,0.2334556624911305,0.6671963276836157
FIB-4_C,"NAFL, Probable NASH, NASH",0.6601991758241759,0.6670721816707218,0.2840845464122521,0.23611466321759508,0.6670721816707218
VFI,NASH,0.6670480549199085,0.6497747747747749,-0.2804892960887171,-0.2534920310832788,0.6670480549199085
SFA (Attenuation),"Others, NASH, Cirrhosis",0.666984126984127,0.6144688644688645,0.28231871589483876,0.19736426605918772,0.666984126984127
SBP,"Others, Cirrhosis",0.666903409090909,0.5885989010989011,0.2842963819570703,0.1534665820221315,0.666903409090909
ALT,"NAFL, Probable NASH",0.5642054574638844,0.6666666666666667,0.07624032539156857,-0.09710982071768233,0.6666666666666667
LSM_plus_Liver/Spleen HU,NASH,0.6556064073226545,0.6655405405405405,0.26127770046620213,0.2801754027762554,0.6655405405405405
Age,"Probable NASH, NASH, Cirrhosis",0.6654237288135594,0.6412037037037037,0.28458475230753055,0.24001873664741394,0.6654237288135594
Spleen_Vl_Nor_WH,"Probable NASH, NASH, Cirrhosis",0.6653107344632768,0.6460648148148148,0.28428609057278476,0.24819064296134535,0.6653107344632768
VFA (Area),"Probable NASH, NASH, Cirrhosis",0.6488135593220339,0.6652777777777779,-0.25591577668103727,-0.28083695574389955,0.6652777777777779
ALT,"Others, None, NAFL, Probable NASH",0.5270955165692007,0.665,0.03087195004746745,-0.09092483306786794,0.665
고혈압유무,"Others, Cirrhosis",0.6647727272727273,0.6208791208791209,0.3787372756010805,0.2825422333054309,0.6647727272727273
ALT,"None, NAFL, Probable NASH",0.5723767383059418,0.6639784946236559,0.07853473407902638,-0.0862815414884463,0.6639784946236559
VFA (Attenuation),Probable NASH,0.6638888888888889,0.5038759689922481,0.2342265914423294,0.0033159699509490944,0.6638888888888889
LSM,NASH,0.6435926773455377,0.6638513513513513,0.2415305893148963,0.2778053735241432,0.6638513513513513
Waist to Height,NASH,0.6636155606407322,0.6204954954954955,-0.2747258174019626,-0.20393719793917914,0.6636155606407322
Age,"Others, Probable NASH, NASH",0.6635220125786163,0.6170822102425876,0.2770623708952255,0.1649467409173007,0.6635220125786163
Liver/Spleen HU,"NAFL, Probable NASH",0.5642054574638844,0.6633333333333333,0.07622629886899639,0.09515011557912562,0.6633333333333333
FIB-4_C,"Others, Probable NASH, NASH, Cirrhosis",0.6467592592592593,0.6631217838765009,0.2699075125094621,0.2845562954556924,0.6631217838765009
Age,"Others, NAFL, Probable NASH, NASH",0.6630662477088244,0.625985977212971,0.25854952360916195,0.15441335667154002,0.6630662477088244
TFI,"Others, Probable NASH",0.5126436781609195,0.6630434782608696,0.01769870839246526,-0.12854834441082397,0.6630434782608696
Waist to Height,"NASH, Cirrhosis",0.662876254180602,0.6147323794382618,-0.24792159805124167,-0.196204039271758,0.662876254180602
VFA (Attenuation),"NAFL, Probable NASH, NASH, Cirrhosis",0.6623530741410489,0.6451067856177345,0.2769787612001053,0.22636447997807413,0.6623530741410489
Spleen (Volume),"None, NAFL",0.6623376623376623,,-0.1218521929270362,,0.6623376623376623
FIB-4,"Others, None, NAFL, Probable NASH, NASH",0.6517876970908283,0.6617647058823529,0.23209159013325345,0.18859946314349565,0.6617647058823529
Height,"NAFL, Probable NASH, NASH, Cirrhosis",0.6611663652802894,0.6505136523384699,-0.2750567817046064,-0.23488671091352645,0.6611663652802894
AST,NASH,0.6607551487414187,0.6300675675675675,-0.269987174809425,-0.22019022122222615,0.6607551487414187
Height,"None, NAFL, Probable NASH, NASH, Cirrhosis",0.6606943410275503,0.6534966643662297,-0.2684892777142753,-0.23070240604939934,0.6606943410275503
SMA (Area),"Probable NASH, NASH, Cirrhosis",0.6605649717514125,0.6388888888888888,-0.27612476739844644,-0.2359974418015962,0.6605649717514125
Spleen_Vl_Nor_WH,"NASH, Cirrhosis",0.6602006688963211,0.5786963434022258,0.24384896399701184,0.13457875211018966,0.6602006688963211
Age,"NAFL, Probable NASH, NASH",0.6600274725274726,0.6574749932414166,0.25805287859798504,0.20237517758529158,0.6600274725274726
ALT,"Others, None",0.55,0.66,-0.05151782548453928,-0.07686499195906918,0.66
고혈압유무,"Others, None, NAFL, Probable NASH",0.602729044834308,0.66,0.17282753073740637,0.13018819269519558,0.66
PT INR,"Others, None",0.5565217391304348,0.66,-0.05828767953079071,0.07693116632268034,0.66
Age,"Others, Probable NASH, NASH, Cirrhosis",0.6599537037037038,0.6130360205831904,0.27713123062607786,0.1857611127894843,0.6599537037037038
SFA (Area),"NASH, Cirrhosis",0.6598662207357859,0.6179120296767355,-0.2433409561250549,-0.20164245240363443,0.6598662207357859
SFA (Volume),"Probable NASH, NASH",0.6260593220338984,0.6597222222222222,-0.21719379024760163,-0.24033555915076957,0.6597222222222222
Height,"Probable NASH, NASH",0.6546610169491526,0.6594907407407407,-0.2666226296735478,-0.24012195588142476,0.6594907407407407
Waist,"Probable NASH, NASH",0.6200564971751412,0.6592592592592592,-0.20685122880723966,-0.2396389343416369,0.6592592592592592
Alb,"Others, Cirrhosis",0.6590909090909092,0.6263736263736264,-0.271429461163636,-0.21925395147914012,0.6590909090909092
BMI,NASH,0.6590389016018307,0.5698198198198199,-0.26704117915295666,-0.11816921749746828,0.6590389016018307
ALT,"Others, Probable NASH, NASH",0.6192639180060563,0.6590296495956873,-0.20203466247555996,-0.22399917562630992,0.6590296495956873
Age,"Others, NAFL, Probable NASH, NASH, Cirrhosis",0.6589374555792467,0.6216397099832682,0.2680283796797253,0.1830682396767852,0.6589374555792467
ALT,Probable NASH,0.5208333333333333,0.6589147286821706,-0.029787428690114293,-0.13601349756528425,0.6589147286821706
SMA (Area),"NAFL, Probable NASH, NASH",0.6395947802197802,0.6588267099216004,-0.22502704188360861,-0.2040424614656345,0.6588267099216004
Age,"NAFL, Probable NASH, NASH, Cirrhosis",0.6581713381555152,0.6434847256015138,0.2699314373582171,0.22390611598118954,0.6581713381555152
VFA (Attenuation),"Others, NASH, Cirrhosis",0.6580952380952381,0.6324786324786325,0.26729034318560785,0.22841624391916657,0.6580952380952381
Liver/Spleen Volume,"Probable NASH, NASH, Cirrhosis",0.6574011299435029,0.6520833333333333,-0.2706838852822209,-0.2584171987727479,0.6574011299435029
PT INR,"Others, Probable NASH, NASH, Cirrhosis",0.6398148148148148,0.6572898799313893,0.24251826832005985,0.25878483461072005,0.6572898799313893
SMA (Area),"None, NAFL, Probable NASH, NASH",0.633908371040724,0.657234874626179,-0.2074999358364742,-0.19102174697845145,0.657234874626179
VFA (Volume),"Probable NASH, NASH",0.6189971751412429,0.6569444444444446,-0.2050260709059993,-0.23615581029597363,0.6569444444444446
FIB-4_minus_Liver/Spleen HU,"Others, Probable NASH, NASH, Cirrhosis",0.6481481481481481,0.6567753001715266,0.25660011963983365,0.2575639298173398,0.6567753001715266
Nephropathy 유무,"NAFL, Probable NASH",0.5244783306581059,0.6566666666666666,0.0997723465409951,0.31333333333333335,0.6566666666666666
고혈압유무,"Others, None",0.6565217391304348,0.56,0.28892604740584604,-0.05163977794943222,0.6565217391304348
Weight,"Probable NASH, NASH, Cirrhosis",0.656497175141243,0.6554398148148148,-0.2691632472092993,-0.26415373903670386,0.656497175141243
당뇨병/당뇨병 전단계 유무,"Others, Probable NASH",0.6563218390804597,0.6231884057971014,0.2770962801393724,0.12299169581219085,0.6563218390804597
SFA (Area),NASH,0.6561784897025171,0.615990990990991,-0.2622417472420497,-0.196315972871529,0.6561784897025171
FIB-4_minus_Liver/Spleen HU,"NASH, Cirrhosis",0.6481605351170568,0.6560678325384208,0.22552211075297754,0.26689186866296877,0.6560678325384208
FIB-4_C,"Others, Probable NASH",0.6545977011494253,0.6557971014492754,0.23126313876368576,0.13126763845504488,0.6557971014492754
Liver/Spleen Volume,NAFL,0.6556603773584906,,0.13776174084091855,,0.6556603773584906
Spleen_Vl_Nor_WH,NAFL,0.6556603773584906,,-0.13776174084091855,,0.6556603773584906
PLT,"Probable NASH, NASH",0.6555437853107344,0.6416666666666666,-0.26800714638680306,-0.2131776337493672,0.6555437853107344
Nephropathy 유무,Probable NASH,0.5361111111111111,0.6550387596899224,0.14607663686703581,0.3754255278891389,0.6550387596899224
SFI,"Probable NASH, NASH, Cirrhosis",0.6332203389830509,0.6548611111111111,-0.2291000005367828,-0.2631371476087798,0.6548611111111111
Age,"Others, Cirrhosis",0.6548295454545455,0.5377747252747253,0.26378059571495427,0.06544397657605469,0.6548295454545455
고혈압유무,"Others, NAFL, Probable NASH",0.5986249407302039,0.6547619047619049,0.1742014225237369,0.1336306209562122,0.6547619047619049
Nephropathy 유무,"None, NAFL, Probable NASH",0.5224399494310998,0.6545698924731183,0.08047714439991394,0.2688090085296652,0.6545698924731183
Age,"Others, None, NAFL, Probable NASH, NASH",0.6545636242504997,0.6217532467532467,0.23639679681267733,0.1419870361382317,0.6545636242504997
AST,"NASH, Cirrhosis",0.6545150501672241,0.6089030206677266,-0.2352474457282537,-0.1862770747273465,0.6545150501672241
LSM,"Others, NASH",0.6542635658914728,0.6168253968253968,0.26770337293178165,0.18290582483570228,0.6542635658914728
LSM_minus_Liver/Spleen HU,"Others, NASH",0.6542635658914728,0.6126984126984127,0.26714056746861553,0.17607353019135533,0.6542635658914728
Liver (PDFF),"Others, None, NAFL",0.5072951739618405,0.6542056074766356,0.006984896734438641,0.05116553747413437,0.6542056074766356
SFA (Volume),"Others, Probable NASH, NASH, Cirrhosis",0.6236111111111111,0.653344768439108,-0.21410072482448622,-0.2519279576112711,0.653344768439108
Age,NAFL,0.6533018867924528,,0.13577127975103184,,0.6533018867924528
Spleen_Vl_Nor_WH,"Others, Probable NASH",0.6528735632183909,0.5543478260869565,-0.21399347419980724,0.04284944813694132,0.6528735632183909
TG,"None, NAFL",0.6525974025974026,,-0.11491015552315814,,0.6525974025974026
FIB-4_minus_Liver/Spleen HU,"Others, NAFL, Probable NASH, NASH",0.6455878502225714,0.6524978089395267,0.23076937211798718,0.18685280850627087,0.6524978089395267
SBP,"Others, None, NAFL, Probable NASH",0.6524366471734893,0.6375000000000001,0.1737387323168444,0.0757952341693708,0.6524366471734893
FIB-4_plus_Liver/Spleen HU,"Others, None, NAFL",0.6520763187429854,0.6168224299065421,0.1456082319256055,0.03876177081373816,0.6520763187429854
BMI_C,"None, NAFL, Probable NASH",0.6472819216182049,0.6518817204301075,0.1716994273943426,0.08586044662736587,0.6518817204301075
LSM_C,"Others, NASH",0.6514211886304909,0.6412698412698413,0.2734651719349824,0.23017843013214506,0.6514211886304909
PT INR,"None, NAFL, Probable NASH, NASH, Cirrhosis",0.6162043931496649,0.6513687600644124,0.1942510097727459,0.227616535920463,0.6513687600644124
FIB-4_plus_Liver/Spleen HU,NASH,0.6510297482837528,0.6204954954954955,0.2535930622171962,0.20393719793917914,0.6510297482837528
T.bil,"Probable NASH, NASH, Cirrhosis",0.5874576271186439,0.6506944444444445,0.1509798290361326,0.2570417781633577,0.6506944444444445
FIB-4_minus_Liver/Spleen HU,"Probable NASH, NASH",0.6437146892655367,0.650462962962963,0.24761308860160747,0.22640306296811627,0.650462962962963
VFA (Attenuation),"Others, Probable NASH, NASH",0.6503610528767761,0.5869272237196765,0.2546910715805125,0.12242938726854653,0.6503610528767761
LSM_plus_Liver/Spleen HU,"Others, NASH",0.6501291989664083,0.6063492063492063,0.2599810212718017,0.166153894687617,0.6501291989664083
Age,"Others, None, NAFL, Probable NASH, NASH, Cirrhosis",0.6501280892103677,0.6176470588235294,0.2476398650771405,0.17083373552497758,0.6501280892103677
BMI,"Others, None",0.5456521739130434,0.65,-0.047040143326923294,-0.07206419115367128,0.65
Age,"None, NAFL, Probable NASH, NASH",0.6484728506787331,0.6499884978145848,0.23013673999216627,0.18227225199126493,0.6499884978145848
SBP,"None, NAFL",0.6493506493506493,,0.1121927324604005,,0.6493506493506493
FIB-4,"Others, NAFL, Probable NASH, NASH",0.6404818015187222,0.6485539000876425,0.2226758419807556,0.18202040828628108,0.6485539000876425
당뇨병/당뇨병 전단계 유무,"Others, None, NAFL, Probable NASH",0.635672514619883,0.6483333333333333,0.21207423854760288,0.11214159751940889,0.6483333333333333
Spleen_Vl_Nor_BSA,"Others, None, NAFL, Probable NASH",0.6479532163742691,0.5133333333333333,-0.1685571401101647,0.007346718851514346,0.6479532163742691
HDL,"None, NAFL, Probable NASH",0.5075853350189634,0.6478494623655915,0.008293490488800665,-0.07838817689780696,0.6478494623655915
AST,"Others, NASH",0.6478036175710594,0.6231746031746032,-0.25599661002683677,-0.19247313348093875,0.6478036175710594
SMI,"Probable NASH, NASH",0.6475988700564972,0.6333333333333333,-0.25430533423948876,-0.20062794503020767,0.6475988700564972
HDL,"Others, None, NAFL",0.6475869809203143,0.6074766355140186,0.14273141843566245,0.03601957900050894,0.6475869809203143
TFI,"None, NAFL, Probable NASH",0.6472819216182049,0.5403225806451614,0.15979126948724864,-0.021213882290691585,0.6472819216182049
FIB-4_C,"Probable NASH, NASH",0.6412429378531074,0.6472222222222221,0.2625520195915825,0.23900238835798232,0.6472222222222221
Weight,"NAFL, Probable NASH, NASH, Cirrhosis",0.6308205244122965,0.6472019464720195,-0.22320932338451938,-0.22965960024959517,0.6472019464720195
Spleen (Volume),"Others, None, NAFL, Probable NASH",0.6471734892787524,0.5183333333333333,-0.16766882843632985,-0.010101738420832227,0.6471734892787524
고혈압유무,"Others, Probable NASH",0.6471264367816092,0.641304347826087,0.2812949042251749,0.15216738855473888,0.6471264367816092
Height,"Others, None, NAFL, Probable NASH, NASH",0.6470131023761936,0.6419977081741788,-0.2249028206005471,-0.1656357361673661,0.6470131023761936
FIB-4_C,"Others, None, NAFL, Probable NASH, NASH",0.6469020652898068,0.6441940412528648,0.24598713453443655,0.184105029631943,0.6469020652898068
VFA (Volume),"NAFL, Probable NASH, NASH, Cirrhosis",0.594258589511754,0.6467964314679643,-0.16080764871669018,-0.22900020438841806,0.6467964314679643
Age,"None, NAFL, Probable NASH, NASH, Cirrhosis",0.6465469099032017,0.6366459627329193,0.24481703308206823,0.2053471066609273,0.6465469099032017
HbA1c,"None, NAFL, Probable NASH",0.611251580278129,0.646505376344086,0.13230170715134298,0.08448528087267321,0.646505376344086
AST,"NAFL, Probable NASH",0.6464686998394864,0.5766666666666667,0.1739547799987702,0.044678617685862204,0.6464686998394864
SMI,"Probable NASH, NASH, Cirrhosis",0.6463276836158192,0.6233796296296297,-0.25164079787543153,-0.20964439413375136,0.6463276836158192
SFI,NAFL,0.6462264150943398,,0.12941254442631742,,0.6462264150943398
Alb,NAFL,0.6462264150943395,,0.12985306496024832,,0.6462264150943395
ALT,"Others, Probable NASH, NASH, Cirrhosis",0.6277006172839505,0.6461406518010291,-0.2212003367495556,-0.24011019567274294,0.6461406518010291
Liver/Spleen HU,"NAFL, Probable NASH, NASH, Cirrhosis",0.5982142857142857,0.6458502297918357,0.16755617114484864,0.22752414413913724,0.6458502297918357
T.chol,"Probable NASH, NASH",0.6458333333333333,0.5601851851851852,-0.2512911006822561,-0.0905712075756089,0.6458333333333333
eGFR,"Others, Probable NASH",0.6045977011494252,0.644927536231884,-0.14641658761039442,-0.1142651950318435,0.644927536231884
AST,"None, NAFL, Probable NASH",0.6447534766118836,0.5846774193548386,0.15709455682953097,0.04456233903984791,0.6447534766118836
Height,"None, NAFL",0.6444805194805194,,-0.10852138749011953,,0.6444805194805194
PLT,"Others, Probable NASH, NASH",0.6441882133706033,0.6180929919137467,-0.24424639381280003,-0.1663313182439578,0.6441882133706033
